MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
13.268,44,5.294,2.053,3279,4.693,39.0423,-115.49047,5.941
1.267,12,7.857,3.6,3440,1.496,37.94017,-114.63705,0.4
11.254,32,9.071,4.678,487,3.223,34.76174,-119.35024,4.983
14.064,26,6.07,1.069,4907,1.736,33.52173,-115.71021,6.203
10.201,7,6.882,4.97,3460,1.847,34.83475,-114.9815,3.795
7.146,32,8.915,3.178,4243,3.322,41.18651,-121.20161,2.796
1.628,33,3.146,4.198,3508,1.327,34.64418,-124.17484,0.281
13.882,18,3.298,1.473,4857,1.749,36.60182,-116.92779,6.383
7.584,35,4.874,2.166,895,3.718,36.68862,-121.32418,2.771
1.406,20,4.473,4.909,1752,4.48,41.28137,-124.15916,0.613
10.657,31,9.891,2.152,4893,2.797,33.59281,-120.27604,4.941
7.746,5,6.513,2.649,3426,5.329,37.04604,-119.43575,3.202
2.741,32,6.191,2.123,462,1.805,40.18992,-120.3399,1.756
4.0,47,6.63,2.874,3068,3.803,33.08657,-121.55731,1.934
1.903,42,9.001,1.636,2255,1.447,39.5841,-115.56481,1.265
9.04,19,3.948,3.035,3499,1.837,33.39329,-119.1588,3.085
9.708,1,6.088,2.194,2000,5.544,36.79741,-116.26231,4.099
8.08,7,4.168,4.261,2051,5.964,34.00062,-120.92767,3.304
12.439,22,8.245,2.559,3602,5.987,36.20339,-121.2749,5.287
13.054,50,8.217,4.171,3932,5.002,32.85422,-116.14993,6.474
9.619,34,9.659,3.567,1781,1.998,40.5007,-115.04435,3.918
1.179,51,5.575,4.66,1619,2.43,33.77116,-116.89625,0.788
10.733,10,3.269,4.242,4734,1.445,34.28096,-120.90865,4.409
6.852,47,9.171,4.604,4177,1.27,36.85312,-114.71869,4.319
8.918,42,9.125,3.103,141,4.663,32.68488,-116.70921,4.002
10.087,26,3.877,4.654,2508,3.702,41.25012,-118.09182,4.321
5.903,32,4.21,1.619,3845,4.303,36.42855,-119.05302,2.132
13.839,42,4.507,1.338,2546,3.9,37.53283,-117.86623,5.538
2.876,27,5.614,3.104,4094,1.059,40.75991,-123.9649,2.3
10.401,12,8.632,4.304,3318,2.599,37.97264,-117.69073,4.631
1.061,40,3.155,1.849,4807,4.456,33.2574,-121.43579,0.624
13.945,23,7.603,4.874,2736,5.306,40.12973,-120.20919,6.327
2.575,14,4.822,1.741,1568,1.772,41.20123,-118.43231,1.56
2.328,34,3.565,3.835,2068,1.59,40.17828,-121.30511,1.047
5.662,17,4.708,4.66,1024,5.794,34.30596,-122.35874,1.819
6.23,6,6.266,4.861,2742,5.836,37.07046,-122.22927,2.023
4.0,27,9.371,3.646,190,4.75,35.34498,-114.40048,2.17
9.192,8,7.026,3.297,3858,1.296,38.18151,-122.82444,4.446
7.201,33,6.857,1.363,4798,4.151,40.45342,-116.70938,4.205
1.478,35,2.87,1.079,3427,1.642,36.30151,-114.76582,0.306
5.475,47,2.638,4.943,1426,5.227,38.12698,-115.18939,2.257
12.346,17,3.036,2.097,2847,2.516,32.59709,-118.84936,5.606
10.656,26,2.764,1.289,3288,3.375,35.83203,-120.58042,3.874
11.148,7,6.611,3.154,263,1.934,38.39963,-119.49143,4.826
10.774,46,5.621,2.25,3393,4.626,41.91006,-124.1784,4.843
5.354,24,2.04,2.43,4632,3.511,35.14289,-117.48383,2.318
2.395,25,4.809,2.415,1462,4.529,34.16004,-118.14005,2.323
4.815,35,3.019,1.995,3168,2.599,41.00902,-119.98633,2.301
12.645,26,9.905,4.871,3368,2.884,37.84527,-114.35564,5.339
14.727,50,5.681,2.061,237,5.483,41.95964,-122.61561,7.483
7.914,5,5.409,3.228,4125,2.271,34.91444,-118.40709,3.735
1.136,47,7.153,1.954,1940,5.515,34.3594,-118.64622,1.401
2.961,38,4.857,4.047,206,1.379,35.87937,-123.29043,0.293
5.509,35,7.724,1.916,1818,1.794,37.98979,-119.51782,3.248
9.1,30,9.238,3.459,2190,4.316,33.22596,-123.90445,3.887
2.051,50,5.991,4.336,2198,5.971,36.1943,-120.02406,1.613
14.207,25,5.063,2.087,1785,5.669,33.12382,-124.21433,5.777
6.111,24,6.175,4.213,3982,3.542,38.74919,-122.85863,2.009
13.776,30,6.828,1.37,3041,3.639,35.76885,-119.65284,6.172
11.927,20,8.782,1.466,780,3.867,41.7212,-116.71081,5.487
11.576,3,5.156,2.602,3595,4.961,33.48001,-119.18588,4.321
9.494,32,2.411,2.628,2805,3.754,40.99607,-118.93271,4.266
9.775,8,7.046,3.066,2453,1.589,32.74944,-120.48733,4.331
9.932,51,9.895,1.095,3621,5.191,38.72191,-118.17525,4.134
9.802,50,8.834,1.469,1238,5.427,41.50536,-115.94892,4.511
8.752,47,8.066,1.041,1771,5.59,39.21955,-115.04962,3.856
14.81,23,3.412,4.818,2742,3.103,32.79083,-114.16399,5.727
11.252,46,7.989,2.253,2987,2.106,38.74321,-116.65363,5.023
11.877,16,2.652,3.752,2260,1.597,35.24076,-123.22438,4.299
13.214,35,5.951,3.434,2034,3.623,39.43117,-122.89141,6.601
4.019,25,4.967,3.899,1484,2.387,36.79454,-119.2683,1.973
2.173,15,9.242,4.531,312,3.136,38.37522,-117.44403,0.685
7.761,51,3.279,1.933,2257,1.495,32.7252,-123.07961,3.41
8.197,8,8.311,2.703,509,1.996,35.16269,-120.2992,3.518
12.609,34,2.388,2.314,3492,3.192,35.36811,-118.39636,4.971
7.213,25,7.614,1.33,1471,1.893,36.7525,-122.33688,2.106
8.992,49,4.35,1.128,2668,2.126,40.86593,-117.19942,3.764
8.379,44,9.807,4.059,4349,1.1,36.00718,-120.91173,4.638
1.535,19,7.374,1.517,3632,1.365,39.18432,-121.60493,2.428
9.613,43,4.471,1.061,1640,1.582,35.88946,-123.64801,4.81
12.593,50,3.884,2.754,2933,4.283,34.40938,-117.37002,5.735
3.205,13,7.114,2.289,3736,1.75,36.89746,-122.16556,1.389
9.321,46,4.182,1.264,506,5.403,34.81488,-123.17645,4.663
9.311,12,3.494,1.206,1343,4.927,33.00107,-121.2744,4.105
3.299,15,7.181,4.653,1832,5.086,34.53485,-116.88575,1.507
2.728,23,7.794,4.759,4286,2.761,33.28501,-121.48617,2.345
14.721,40,3.904,2.929,4663,1.289,32.95061,-124.08975,6.669
6.512,2,6.287,4.393,1351,1.382,39.51663,-118.13292,2.489
4.184,40,7.309,4.2,1096,4.449,39.10363,-118.42174,2.189
3.399,23,9.535,3.317,2225,5.616,33.95821,-115.45474,2.155
10.346,5,8.427,4.003,1298,1.876,32.88709,-122.69612,3.716
9.532,34,5.367,4.722,4990,5.321,32.7257,-114.6305,3.874
10.01,10,8.755,3.265,2156,4.265,39.44899,-123.88391,3.775
2.232,27,5.534,3.047,4505,4.383,36.52193,-118.54758,0.077
13.509,42,3.041,1.014,1768,4.488,36.58139,-116.35915,5.795
6.45,4,4.729,3.169,4398,1.311,33.10547,-116.53887,3.106
5.387,4,8.438,4.27,2662,4.019,40.11193,-117.62886,2.446
7.473,8,9.646,4.048,3948,3.416,35.27187,-114.48342,4.066
6.461,6,9.869,3.583,1556,5.183,36.48926,-119.98245,3.905
13.09,25,7.113,1.098,1489,3.141,36.69882,-117.62268,6.042
14.01,27,5.827,4.701,1969,3.548,40.87928,-123.14397,5.787
5.248,47,3.296,2.716,4333,3.902,40.41583,-120.73789,3.098
13.095,50,2.82,3.286,1626,3.934,35.62156,-123.18841,5.478
11.941,40,6.148,2.591,2528,3.0,33.19845,-118.54968,5.052
14.031,20,7.822,2.396,3209,1.831,37.79336,-115.30239,5.272
4.441,27,4.591,3.042,4941,2.257,35.10513,-120.71294,2.491
9.077,7,7.397,2.979,2824,3.062,35.43376,-117.23164,4.054
4.844,23,6.566,2.426,1600,4.099,40.88361,-121.80926,2.642
12.537,20,9.526,4.215,681,3.273,39.49544,-118.66996,5.499
1.075,49,3.676,1.202,2364,4.958,36.20304,-122.90933,1.136
8.907,51,6.728,1.468,1192,3.875,38.64906,-124.29677,3.568
5.749,34,5.31,1.33,1453,2.713,34.31862,-114.19602,3.379
5.518,29,4.093,3.26,378,3.486,38.84088,-115.75523,2.436
10.029,44,4.858,2.65,3952,2.797,33.09497,-117.90527,4.606
12.921,51,4.356,2.808,2045,1.152,38.73793,-121.65937,5.187
9.529,5,6.221,3.307,4790,2.405,40.92332,-116.72673,3.455
12.944,27,6.464,2.296,979,3.254,38.01479,-123.34825,5.819
4.704,12,8.924,1.733,1173,2.276,35.73384,-117.88408,2.604
8.273,17,8.25,2.227,4173,4.598,37.80434,-116.12048,4.403
7.308,37,4.42,4.976,3036,5.311,35.64651,-117.46681,2.861
1.163,34,9.451,4.811,546,2.485,35.26981,-116.56008,0.265
8.795,30,8.947,4.827,431,1.121,32.54671,-123.63759,5.09
10.261,36,7.007,1.111,2383,5.378,34.89152,-123.98986,5.47
9.287,6,2.149,1.358,4167,3.887,40.99234,-119.95486,3.828
11.308,32,3.673,1.183,1924,1.029,34.20189,-116.24683,5.031
8.999,32,8.315,4.262,1816,3.5,38.51658,-121.30477,3.653
1.935,9,5.63,4.965,1643,1.484,38.32953,-116.79058,0.037
2.63,22,3.008,3.172,3763,4.37,34.64411,-123.66066,1.85
9.351,10,5.266,3.803,1708,3.669,39.83139,-117.64896,4.454
4.85,29,3.695,2.409,1881,5.566,36.67328,-114.88432,1.666
2.115,11,9.141,4.062,4427,2.975,40.07349,-119.65957,1.102
7.014,28,9.114,3.624,4576,5.618,32.61714,-123.80845,3.157
8.761,2,5.096,4.204,2356,5.182,33.91512,-116.97385,2.473
5.602,21,3.099,3.0,3246,4.762,36.06777,-115.29767,2.245
11.086,31,4.871,1.776,2330,3.19,37.01273,-120.66319,5.183
10.013,41,3.03,2.903,882,3.071,37.69018,-120.56857,3.778
5.659,17,4.432,2.248,934,2.973,39.99293,-120.99817,2.063
11.568,27,8.169,3.776,3834,1.258,41.07859,-123.30548,4.837
10.082,30,4.336,1.547,1918,4.03,35.51375,-121.24596,4.628
9.924,41,6.354,2.328,2241,4.99,40.92572,-120.02712,4.542
8.748,8,2.951,1.026,4849,4.72,35.03023,-120.09009,4.123
1.159,37,4.781,4.262,4992,3.914,33.1799,-122.27662,0.484
10.751,5,2.317,2.627,4839,2.786,38.00856,-118.67858,4.782
6.265,26,6.385,4.105,2727,4.474,38.82828,-118.83289,2.401
14.197,6,4.781,1.39,4398,3.644,35.30621,-120.46697,5.692
12.452,16,8.976,1.775,4569,5.199,34.11098,-114.77089,4.929
9.228,1,5.14,4.402,2620,2.367,33.42087,-114.45566,3.805
4.531,9,6.462,3.382,1647,1.51,36.68892,-117.40035,1.679
3.852,21,9.813,1.024,4247,1.016,36.38491,-121.46446,2.256
5.765,7,7.142,4.621,4014,4.715,35.20754,-114.73581,2.098
7.672,43,6.004,4.934,1866,3.997,34.59848,-116.97124,3.567
5.145,15,2.785,3.645,2115,1.3,32.871,-119.86089,1.554
8.209,24,8.568,3.911,942,5.2,39.04538,-115.34643,3.486
3.315,5,7.139,1.534,1194,3.386,36.21227,-122.81203,1.976
14.688,51,2.868,4.065,4005,3.307,34.55097,-117.5494,6.189
2.511,38,3.965,1.396,145,4.423,37.40189,-121.5366,2.041
14.047,29,6.301,4.559,4823,4.173,40.86704,-118.72247,5.495
13.79,46,2.36,3.019,4544,2.194,34.70834,-121.40913,5.685
8.355,46,7.746,1.565,4461,4.224,38.32618,-118.43004,3.657
11.149,11,3.822,1.355,2998,5.291,41.21992,-119.97093,4.211
7.105,4,5.918,2.76,3800,2.959,36.11969,-118.3947,2.661
9.82,10,3.933,1.021,3867,2.449,41.51164,-123.6153,4.603
5.768,34,5.913,4.845,2617,1.301,32.61993,-124.36686,2.214
5.216,4,3.517,1.683,576,4.026,33.6285,-116.33094,2.964
9.095,10,6.751,2.678,4107,4.777,37.56381,-121.5665,4.037
7.974,33,9.283,3.427,4925,5.838,37.2369,-117.23945,2.711
9.114,46,8.459,3.699,3001,4.06,41.83383,-123.99863,3.924
5.013,18,3.932,3.259,2796,3.24,33.85831,-117.58559,2.419
6.137,12,5.985,1.714,1824,5.676,41.91198,-117.02764,3.218
2.175,51,5.385,2.887,4935,1.894,40.59363,-117.10475,2.092
1.732,23,9.724,2.29,3011,4.542,34.61634,-115.63676,1.203
4.548,44,8.391,1.358,2499,2.637,35.99141,-115.50931,2.381
2.039,25,2.859,2.55,4321,5.307,33.6375,-122.33588,1.912
2.453,37,3.348,3.435,2976,4.726,41.13307,-118.43981,1.372
12.381,4,7.616,1.408,4733,2.668,36.16339,-124.18748,5.504
1.544,13,3.279,1.66,217,4.874,32.8683,-123.48726,1.798
10.225,18,9.604,1.345,3635,5.452,37.98645,-120.08543,4.971
4.816,29,9.944,1.004,2388,2.262,34.94944,-124.004,1.853
13.202,44,8.227,4.746,4198,3.858,36.1514,-120.83722,5.197
7.79,30,2.214,4.353,592,3.098,36.96038,-117.81191,3.365
5.278,48,5.862,1.926,3335,5.629,33.22392,-116.00112,1.861
8.247,38,5.249,3.311,1964,5.861,37.14766,-119.91528,4.472
6.347,28,8.396,4.206,4062,1.519,35.24144,-119.40069,2.958
8.9,7,4.296,2.466,2363,3.744,39.26609,-124.33747,4.42
2.603,24,5.089,3.956,1552,3.654,34.93147,-115.47566,1.467
14.958,41,2.748,4.475,3135,5.343,41.46966,-114.26369,6.167
6.958,10,4.741,2.995,2090,4.895,39.55299,-119.75435,2.317
5.875,37,9.791,4.552,1444,2.436,33.63634,-121.27333,2.069
10.943,27,9.537,1.84,2000,3.61,33.82887,-122.58834,4.638
6.095,21,8.002,4.606,1740,2.891,35.91339,-116.9351,2.906
12.666,36,9.258,4.222,2054,2.766,32.75918,-120.1636,5.735
7.36,43,3.689,4.36,4921,4.655,32.96531,-120.91468,4.059
11.074,51,6.975,1.018,658,3.997,39.32778,-118.31812,4.741
2.504,29,6.0,3.654,214,1.995,35.60935,-116.04319,1.437
12.846,7,5.382,2.603,3564,4.103,34.43435,-117.09981,4.618
11.3,13,4.599,3.418,3887,3.318,35.99746,-116.04548,5.332
3.964,45,8.931,1.335,363,2.705,41.83525,-118.93058,1.552
3.034,23,5.876,1.946,429,1.333,41.07308,-118.46936,1.556
5.428,50,7.792,2.405,3653,5.643,34.91898,-124.26471,2.751
14.665,25,7.648,3.874,4560,5.308,33.22601,-119.96512,6.419
4.596,41,3.089,3.212,2716,2.518,35.61794,-116.12683,2.157
7.386,45,2.391,1.059,4950,3.782,32.58486,-118.00651,3.441
1.42,13,8.72,2.339,2837,5.323,34.60661,-117.27718,1.144
6.561,37,5.923,4.76,2538,3.597,38.43278,-122.86738,2.631
8.998,30,8.481,1.719,483,1.709,33.35276,-114.98414,3.731
14.344,26,4.377,1.947,3853,3.373,34.13468,-116.68382,5.449
8.234,12,8.895,2.23,3989,2.57,36.59885,-115.15626,3.359
12.468,1,8.647,2.072,3729,3.289,39.29299,-121.42938,5.632
8.66,18,5.053,1.487,379,5.24,37.5104,-118.38104,3.737
1.571,21,5.294,2.251,1968,3.044,39.46532,-116.12275,0.558
5.41,24,4.807,3.158,1865,4.997,33.37911,-120.11765,2.763
9.058,17,2.279,3.701,4333,2.163,34.03249,-120.89821,3.669
14.308,42,7.501,3.571,4065,3.969,40.95943,-120.22758,6.006
13.028,9,4.182,1.651,4543,3.13,41.61691,-117.8393,5.234
4.197,40,9.072,3.458,3518,5.865,40.29637,-120.59655,2.075
4.082,28,9.179,2.433,2857,1.004,39.34144,-122.13364,2.203
3.816,15,7.781,4.287,4896,2.818,32.99061,-119.17708,1.44
13.915,13,3.453,2.45,2589,5.067,41.98657,-123.69508,5.61
12.937,28,2.714,4.906,4788,2.958,34.50287,-115.08002,5.101
11.848,17,8.532,3.459,580,2.088,36.4108,-114.7911,4.864
6.498,9,9.145,2.716,1297,5.266,38.4724,-114.26252,2.921
8.061,21,4.816,3.012,1706,3.959,37.65412,-116.60466,2.804
7.501,30,4.824,1.704,3477,3.783,41.91348,-116.13455,3.432
4.548,11,5.122,3.721,1671,3.004,38.13144,-115.76026,1.155
8.07,30,8.621,4.852,2839,1.788,34.60686,-122.61547,3.89
1.427,36,7.657,3.06,4674,3.878,37.85303,-122.28477,1.35
2.845,25,2.976,4.969,1829,3.526,35.59085,-115.95374,1.623
13.412,7,7.078,1.602,1812,3.01,38.82224,-120.10486,6.661
11.524,20,2.078,3.551,4137,1.384,32.87343,-116.2442,5.074
6.92,35,7.683,3.712,1718,4.255,35.12595,-122.9112,3.593
8.24,10,8.117,2.247,1278,4.159,37.70927,-123.89702,2.644
6.18,35,8.52,2.406,4649,3.795,39.87952,-120.30684,3.798
11.371,1,7.005,4.782,101,1.657,40.41767,-121.60408,4.885
11.979,14,3.445,3.448,4189,2.514,41.18729,-116.03944,5.236
11.686,45,8.35,4.126,3760,3.349,36.09371,-114.95415,5.791
11.117,5,9.198,3.904,4698,4.672,38.07928,-117.66652,4.277
3.863,40,7.07,3.444,2194,2.115,38.06587,-123.31377,2.675
5.732,44,4.201,1.191,1311,5.004,41.04459,-124.24361,2.488
7.578,38,3.435,3.651,4845,2.596,40.53908,-116.3804,3.641
5.631,34,3.852,2.38,1312,4.328,36.53296,-115.4234,2.552
11.569,24,2.135,2.876,1419,5.685,38.15265,-114.63748,4.727
5.611,4,2.081,4.406,322,4.571,41.19925,-117.00868,2.208
2.935,27,4.376,4.875,809,1.346,41.99833,-124.07209,1.622
6.587,5,9.384,3.777,4646,2.882,39.51578,-119.46811,2.741
14.719,43,6.971,1.928,3794,3.891,33.1511,-119.35268,6.779
4.162,13,5.089,2.271,3620,4.366,40.97251,-123.95918,1.947
9.57,40,2.087,1.552,1202,2.724,37.03988,-115.01803,4.72
7.062,21,9.918,3.323,4617,3.144,35.83104,-116.53214,3.314
1.994,37,5.647,4.72,753,2.88,35.25621,-122.28608,1.784
7.83,32,9.932,4.244,1014,4.49,40.13509,-117.68288,3.607
10.83,38,7.761,3.175,2284,5.568,41.03378,-116.02842,4.641
8.185,31,2.41,4.766,900,4.891,39.01461,-115.60267,4.081
13.209,32,8.872,4.587,3160,2.316,33.06602,-115.46044,6.1
5.045,15,6.243,2.444,3972,3.701,41.87489,-116.31813,2.367
2.207,48,5.622,3.199,2442,3.391,37.79873,-118.02303,1.512
14.112,30,8.063,2.184,1924,1.078,40.36081,-123.51249,6.431
6.295,43,8.198,1.035,3687,5.692,39.35092,-121.71005,3.665
9.07,7,8.371,2.805,437,3.33,35.68521,-118.91113,4.803
12.088,38,8.084,4.0,2374,5.716,41.21977,-120.61437,5.478
5.54,31,7.13,3.537,2393,4.321,35.3958,-117.07454,2.111
11.026,44,7.405,4.707,4554,4.541,41.80764,-123.18136,4.699
2.896,26,8.869,3.743,1333,3.135,41.84786,-114.68307,1.984
5.078,36,7.524,1.565,4085,5.29,32.91024,-120.90804,2.548
3.026,46,2.811,2.067,1024,1.927,33.72797,-119.06919,1.294
12.357,43,7.164,1.501,844,5.796,34.72692,-120.94839,6.059
4.117,26,3.36,4.179,491,4.082,36.00808,-116.17518,1.115
11.044,44,2.114,4.803,4116,2.662,38.7077,-122.81346,4.605
14.206,2,3.713,1.905,3506,4.697,35.96876,-120.74764,5.181
8.389,43,3.235,4.062,2347,4.726,41.40458,-118.06343,2.857
8.56,45,2.817,2.748,402,4.873,37.02307,-123.92738,4.684
7.454,43,3.72,2.421,2780,2.467,37.7947,-118.10993,3.056
5.562,9,6.509,4.948,3338,1.128,38.44988,-117.22918,2.459
7.659,48,3.212,2.384,315,5.446,36.54165,-114.61002,4.544
9.439,5,4.236,3.644,2851,4.988,38.52891,-114.3546,3.336
14.804,27,8.797,3.851,1367,3.009,33.35126,-121.70893,5.659
14.129,12,9.104,4.092,3311,1.831,37.26966,-117.51038,6.348
13.07,35,4.665,4.448,3207,3.344,35.63708,-123.53807,4.492
13.448,29,9.192,3.265,3697,2.529,34.41945,-116.96797,6.949
7.55,16,6.686,3.418,2966,1.97,32.85858,-120.96815,3.423
10.204,19,3.811,3.845,4378,3.431,39.91857,-122.21053,4.016
13.531,49,8.034,1.596,433,5.148,33.65304,-124.2154,5.304
6.501,43,9.377,1.8,2303,3.908,34.12421,-118.98415,3.309
14.465,51,7.274,4.057,2702,3.437,34.09753,-122.55416,6.478
6.821,27,3.611,1.54,3319,5.97,41.81406,-118.4286,2.644
9.415,18,2.687,3.754,1520,4.802,34.90714,-119.13643,3.719
10.937,41,3.835,1.13,273,1.66,34.26962,-118.02776,5.073
14.308,13,4.708,2.35,1204,3.084,41.70775,-121.88371,5.428
4.425,30,4.67,3.649,129,3.325,38.45851,-123.18501,1.649
11.446,26,5.988,3.827,531,4.053,38.9836,-116.33621,6.24
8.291,6,6.041,3.52,3787,4.409,40.24171,-114.18983,3.424
4.76,3,5.771,2.766,1091,2.628,37.68945,-120.48832,2.231
11.872,23,4.751,2.019,911,2.837,37.65658,-120.41049,4.27
8.731,12,2.855,3.453,735,1.517,41.98392,-115.4819,3.53
10.254,41,5.347,1.74,1718,1.447,39.05406,-122.60597,5.512
5.521,41,9.886,1.241,3244,4.79,39.25939,-120.83897,3.056
7.738,15,7.231,1.078,2318,5.63,33.33754,-121.52874,3.863
9.643,1,5.518,2.071,3133,1.984,33.58574,-123.09779,4.212
6.669,50,2.668,1.12,4831,5.616,37.32311,-118.80034,3.273
3.777,47,3.706,1.997,2276,2.719,39.4228,-117.94265,0.34
14.463,8,6.597,2.158,2964,5.404,39.66168,-115.35092,5.986
8.161,31,5.983,2.38,3958,1.13,39.94305,-117.72088,3.456
11.275,11,2.154,3.854,208,1.453,39.27173,-123.88176,4.638
6.755,17,2.69,2.765,367,3.174,33.61394,-123.89704,3.388
5.972,27,4.848,4.941,4223,5.24,40.42222,-123.79293,3.117
6.7,31,3.127,4.789,208,3.246,39.78409,-121.79389,3.306
6.729,27,9.663,4.926,3145,5.197,36.04782,-121.81711,2.601
8.619,14,2.273,2.649,3586,2.704,36.38249,-116.40852,4.243
8.609,51,9.792,1.177,4511,1.662,37.75887,-123.89217,4.843
7.96,23,7.252,4.441,4400,5.627,41.93192,-118.11639,4.58
2.887,5,5.258,2.74,3416,1.383,39.56996,-118.25645,1.752
7.945,30,6.315,3.565,3790,4.536,40.45891,-119.1196,3.155
3.367,34,5.281,4.374,2670,5.415,34.45377,-124.16337,1.571
2.766,47,6.586,3.429,2031,1.6,37.30473,-115.90027,2.074
14.057,19,3.216,3.948,314,3.596,37.84521,-120.5081,4.877
9.469,31,2.96,1.995,3741,1.264,32.92025,-119.78287,3.372
10.233,16,6.229,1.78,1753,3.295,33.55924,-117.49764,3.391
6.625,45,2.571,3.221,704,4.937,34.53711,-117.56604,3.032
13.726,27,4.34,3.552,1186,2.52,40.89224,-121.55359,5.667
9.931,26,9.415,4.487,3564,2.166,39.86418,-124.28224,4.857
11.768,39,9.01,4.286,1091,2.258,37.11998,-116.1044,5.781
6.16,29,8.651,4.956,2598,4.956,39.94999,-116.60946,2.418
14.44,49,6.057,4.865,2666,5.869,37.45192,-117.7961,6.387
12.486,51,2.223,3.494,2537,2.142,41.25817,-114.77067,5.502
12.955,39,2.971,3.014,4614,1.343,35.20978,-122.29471,5.06
3.411,44,9.356,4.043,3390,1.629,33.62914,-123.33296,1.242
4.793,45,8.691,2.045,2559,4.141,32.96579,-114.11161,2.273
4.999,29,5.012,2.41,4986,4.381,36.66305,-115.45531,2.402
4.793,45,7.832,4.069,1005,3.247,35.40003,-123.97168,2.367
12.976,46,8.836,4.8,3993,1.397,41.69024,-120.9983,6.506
1.446,47,6.963,4.581,882,5.64,40.88271,-119.0673,1.133
2.065,31,8.828,1.291,4974,5.65,36.58438,-117.9292,1.686
4.835,2,3.957,1.928,1946,2.968,32.65787,-120.11056,1.569
3.798,6,5.697,2.093,3670,5.105,33.39304,-123.49789,1.983
4.246,9,6.632,2.533,828,5.493,34.54643,-119.52805,1.256
12.171,15,7.049,1.283,1035,3.54,36.22633,-118.76813,5.469
8.884,20,9.896,1.924,2574,4.007,40.11599,-121.15875,3.575
1.081,48,8.767,3.865,3620,4.665,40.6017,-122.76535,1.242
7.011,2,2.442,1.978,447,5.457,41.99145,-119.06458,2.541
6.71,3,3.353,4.77,995,1.446,37.54571,-121.53934,2.733
2.595,30,7.257,2.692,470,1.265,41.50664,-121.93751,1.63
10.466,8,3.924,1.399,3509,4.375,38.70525,-116.94469,3.693
10.829,40,3.272,4.371,4177,1.238,37.04059,-118.63704,5.721
11.093,21,7.333,4.662,497,1.522,33.78264,-116.74524,4.633
11.199,39,6.291,4.712,2959,3.112,41.20769,-119.78549,5.444
1.001,43,8.442,2.976,2582,1.911,40.99144,-123.6021,1.061
14.355,13,4.555,4.682,131,5.494,40.85463,-119.32724,5.824
12.399,40,4.638,3.837,910,2.658,41.65493,-118.26851,5.937
13.656,41,3.204,1.782,617,3.888,40.28106,-116.39984,6.047
1.219,48,7.218,3.133,4865,1.049,32.5527,-118.39587,2.682
14.074,37,7.671,2.731,2220,3.567,39.29288,-116.20347,6.052
12.337,32,3.107,2.804,2275,5.05,36.45045,-119.11924,5.189
12.721,14,4.033,2.653,3497,5.842,41.46909,-118.09651,4.917
2.306,1,3.234,1.701,1847,4.394,39.95109,-124.16775,0.686
11.343,27,7.981,2.56,4916,2.013,40.12979,-115.5267,4.81
14.439,24,3.673,3.048,2661,2.815,33.53384,-122.69507,5.677
10.5,51,3.218,2.143,3181,1.784,36.90992,-116.78705,5.33
8.988,49,2.559,1.707,1184,2.689,36.83056,-119.81876,4.035
14.239,22,8.65,1.793,612,3.807,37.19842,-115.21008,5.484
7.201,14,2.992,1.772,2437,3.437,40.06375,-121.26464,2.537
9.39,45,2.237,2.787,4946,5.368,34.59468,-114.3883,4.78
7.669,8,2.514,1.836,3928,2.02,34.2047,-116.82102,3.027
14.06,27,4.935,3.869,903,3.168,40.64997,-118.06973,6.125
2.065,3,6.773,2.343,267,4.16,40.43078,-114.70886,0.833
8.016,33,5.186,4.758,1015,5.906,38.82893,-118.83943,3.055
10.617,51,5.643,1.251,1347,2.069,33.09424,-120.65564,4.224
12.087,47,9.354,2.24,116,5.165,39.34048,-117.24133,6.408
9.162,21,8.071,3.953,3850,4.089,33.52499,-121.88555,3.419
13.725,32,4.728,3.739,1593,1.669,36.27019,-119.01744,5.566
14.188,40,3.235,2.683,232,4.92,40.47398,-115.18784,5.723
1.9,41,7.993,4.481,2980,1.875,32.79089,-119.86563,2.246
6.633,45,6.588,1.285,2882,4.499,38.52563,-120.02869,2.815
1.328,44,9.698,3.036,1141,2.203,37.74762,-120.92689,1.963
5.612,41,9.268,1.802,161,3.342,36.08038,-117.6366,3.265
8.516,32,6.509,2.496,2545,4.916,34.52432,-121.65183,4.427
13.751,24,2.559,3.796,4596,4.171,34.07387,-116.08332,5.859
12.852,11,2.248,1.396,496,4.702,40.48031,-117.89211,5.356
2.785,37,8.7,1.175,2555,5.017,33.55094,-114.53221,2.277
2.302,51,7.584,2.683,4679,1.174,41.6691,-114.89691,1.988
9.25,21,6.481,2.086,930,3.403,34.36291,-121.12352,4.626
8.45,18,7.511,3.882,3829,5.928,39.35288,-115.92305,3.146
4.729,11,6.318,1.262,2553,4.977,37.79382,-123.85413,2.338
13.592,27,6.627,4.866,1660,2.829,36.05657,-121.04923,6.432
13.983,43,3.807,3.483,2428,2.425,41.18517,-116.45297,5.26
6.637,38,5.644,3.005,1016,4.524,32.82445,-123.64292,3.167
13.464,1,2.089,2.65,4177,1.686,39.78668,-118.25793,5.225
6.375,29,7.35,3.996,896,5.414,39.52656,-116.58663,3.107
11.315,21,4.658,2.425,3743,1.409,40.43824,-117.11152,5.489
7.663,29,7.251,4.108,2657,3.796,40.9712,-116.41304,3.02
2.716,9,9.412,3.843,4313,5.234,36.8445,-122.71176,1.541
